Comments,Surrounding Code Context,Class
"/*Low bit depth gray images don't do well in the gamma tests, until
    * this is fixed turn them off for some gamma cases:*/","
   /* Low bit depth gray images don't do well in the gamma tests, until
    * this is fixed turn them off for some gamma cases:



 /*Low bit depth gray images don't do well in the gamma tests, until
    * this is fixed turn them off for some gamma cases:*/

1.     */
2. #  ifdef PNG_WRITE_tRNS_SUPPORTED
3.       pm.test_tRNS = 1;
4. #  endif
5.    pm.test_lbg = PNG_LIBPNG_VER >= 10600;
6.    pm.test_lbg_gamma_threshold = 1;
7.    pm.test_lbg_gamma_transform = PNG_LIBPNG_VER >= 10600;
8.    pm.test_lbg_gamma_sbit = 1;
9.    pm.test_lbg_gamma_composition = PNG_LIBPNG_VER >= 10700;",Useful
"/*The following allows results to pass if they correspond to anything in the
    * transformed range [input-.5,input+.5]; this is is required because of the
    * way libpng treates the 16_TO_8 flag when building the gamma tables in
    * releases up to 1.6.0.
    *
    * TODO: review this*/","-3. #  else
-2.       pm.sbitlow = 1U;
-1. #  endif
   /* The following allows results to pass if they correspond to anything in the
    * transformed range [input-.5,input+.5]; this is is required because of the
    * way libpng treates the 16_TO_8 flag ",Useful
"/*Some default values (set the behavior for 'make check' here).
    * These values simply control the maximum error permitted in the gamma
    * transformations.  The practical limits for human perception are described
    * below (the setting for maxpc16), however for 8 bit encodings it isn't
    * possible to meet the accepted capabilities of human vision - i.e. 8 bit
    * images can never be good enough, regardless of encoding.*/","/* Some default values (set the behavior for 'make check' here).
    * These values simply control the maximum error permitted in the gamma
    * transformations.  The practial limits for human perception are described
    * below (the setting for maxpc16), however for 8 bit encodings it isn't
    * possible to meet the accepted capabilities of human vision - i.e. 8 bit
    * images can never be good enough, regardless of encoding.

 /*Some default values (set the behavior for 'make check' here).
    * These values simply control the maximum error permitted in the gamma
    * transformations.  The practical limits for human perception are described
    * below (the setting for maxpc16), however for 8 bit encodings it isn't
    * possible to meet the accepted capabilities of human vision - i.e. 8 bit
    * images can never be good enough, regardless of encoding.*/

1.     */",Useful
/*Arithmetic error in *encoded* value*/,"-10.     */
-9.    pm.use_input_precision_16to8 = 1U;

 /*Arithmetic error in *encoded* value*/

111",Useful
/*+/-1 in 8 bits for compose errors*/,"-10.    pm.use_input_precision_sbit = 1U; /* because libpng now rounds sBIT */
-9.    /* Some default values (set the behavior for 'make check' here).
-8.     * These values simply control the maximum error permitted in the gamma
-7.     * transformations",Useful
/*Error in *encoded* value*/,"-10.     * These values simply control the maximum error permitted in the gamma
-9.     * transformations.  The practial limits for human perception are described
-8.     * below (the setting for maxpc16), however for 8 bit encodings it isn't
-7.     * po",Useful
/*+/-1 in 16 bits for compose errors*/,"-10.     * below (the setting for maxpc16), however for 8 bit encodings it isn't
-9.     * possible to meet the accepted capabilities of human vision - i.e. 8 bit
-8.     * images can never be good enough, regardless of encoding.
-7.     */

 /*+/-1 in 16",Useful
"/*NOTE: this is a reasonable perceptual limit. We assume that humans can
    * perceive light level differences of 1% over a 100:1 range, so we need to
    * maintain 1 in 10000 accuracy (in linear light space), which is what the
    * following guarantees.  It also allows significantly higher errors at
    * higher 16 bit values, which is important for performance.  The actual
    * maximum 16 bit error is about +/-1.9 in the fixed point implementation but
    * this is only allowed for values >38149 by the following:*/","-5. #  if PNG_LIBPNG_VER < 10700
-4.       pm.maxcalcG = 1./((1<<PNG_MAX_GAMMA_8)-1);
-3. #  else
-2.       pm.maxcalcG = 1./((1<<16)-1);
-1. #  endif
   /* NOTE: this is a reasonable perceptual limit. We assume that humans can
    * perceive light level ",Useful
/*Set if the argument has an argument.*/,"-2.    while (--argc >= 1)
-1.    {

 /*Set if the argument has an argument.*/

111",Useful
/*Record each argument for posterity:*/,"-3.    while (--argc >= 1)
-2.    {

 /*Record each argument for posterity:*/

1.       cp = safecat(command, sizeof command, cp, "" "");
2.       cp = safecat(command, sizeof command, cp, *++argv);
3.       if (strcmp(*argv, ""-v"") == 0)
4.          pm.this",Useful
/*Just do two gamma tests here (2.2 and linear) for speed:*/,"-2.       else if (strcmp(*argv, ""--gamma"") == 0)
-1.          {

 /*Just do two gamma tests here (2.2 and linear) for speed:*/

1.          pm.ngamma_tests = 2U;
2.          pm.test_gamma_threshold = 1;
3.          pm.test_gamma_transform = 1;
4.        ",Useful
"/*If pngvalid is run with no arguments default to a reasonable set of the
    * tests.*/","-5.       {
-4.          cp = safecat(command, sizeof command, cp, "" "");
-3.          cp = safecat(command, sizeof command, cp, *argv);
-2.       }
-1.    }
   /* If pngvalid is run with no arguments default to a reasonable set of the
    * tests.

 /*If ",Useful
"/*Make this do all the tests done in the test shell scripts with the same
       * parameters, where possible.  The limitation is that all the progressive
       * read and interlace stuff has to be done in separate runs, so only the
       * basic 'standard' and 'size' tests are done.*/","-3.    if (pm.test_standard == 0 && pm.test_size == 0 && pm.test_transform == 0 &&
-2.       pm.ngamma_tests == 0)
-1.    {
      /* Make this do all the tests done in the test shell scripts with the same
       * parameters, where possible.  The limitati",Useful
/*Make useful base images*/,"-9.       pm.test_gamma_threshold = 0;
-8.       pm.test_gamma_transform = 0;
-7.       pm.test_gamma_sbit = 0;
-6.       pm.test_gamma_scale16 = 0;
-5.       pm.test_gamma_background = 0;
-4.       pm.test_gamma_alpha_mode = 0;
-3.    }
-2.    Try
-1.   ",Useful
"/*Do this here to provoke memory corruption errors in memory not directly
    * allocated by libpng - not a complete test, but better than nothing.*/","-10.       printf(""Allocated memory statistics (in bytes):\n""
-9.          ""\tread  %lu maximum single, %lu peak, %lu total\n""
-8.          ""\twrite %lu maximum single, %lu peak, %lu total\n"",
-7.          (unsigned long)pm.this.read_memory_pool.max_max,
",Useful
"/*Error exit if there are any errors, and maybe if there are any
    * warnings.*/","-1.    store_delete(&pm.this);
   /* Error exit if there are any errors, and maybe if there are any
    * warnings.

 /*Error exit if there are any errors, and maybe if there are any
    * warnings.*/

1.     */
2.    if (pm.this.nerrors || (pm.this.treat",Useful
/*This is required because some very minimal configurations do not use it:*/,"-10.             fprintf(stderr, ""%s: write failed\n"", touch);
-9.             exit(1);
-8.          }
-7.       }
-6.       else
-5.       {
-4.          fprintf(stderr, ""%s: open failed\n"", touch);
-3.          exit(1);
-2.       }
-1.    }
   /* This i",Useful
"/*Read one character (inchar), also return octet (c), break if EOF*/","-10.  *
-9.  *     gcc -O -o png-fix-itxt png-fix-itxt.c -lz
-8.  *
-7.  * If you need to handle iTXt chunks larger than 500000 kbytes you must
-6.  * rebuild png-fix-itxt with a larger values of MAX_LENGTH (or a smaller value
-5.  * if you know you will ",Useful
/*Update length bytes*/,"-1.          break;

 /*Update length bytes*/

1.       buf[0] = (unsigned char)((length >> 24) & 0xffU);
2.       buf[1] = (unsigned char)((length >> 16) & 0xffU);
3.       buf[2] = (unsigned char)((length >>  8) & 0xffU);
4.       buf[3] = (unsigned cha",Useful
"/*Write the fixed iTXt chunk (length, name, data, crc)*/","-4.       buf[0] = (unsigned char)((length >> 24) & 0xffU);
-3.       buf[1] = (unsigned char)((length >> 16) & 0xffU);
-2.       buf[2] = (unsigned char)((length >>  8) & 0xffU);
-1.       buf[3] = (unsigned char)((length      ) & 0xffU);

 /*Write the f",Useful
/*Copy bytes that were already read (length and chunk name)*/,"-1.          break;

 /*Copy bytes that were already read (length and chunk name)*/

1.       for (i=0; i<8; i++)
2.          putchar(buf[i]);",Useful
"/*Pack pixels into bytes.  Pass the true bit depth in bit_depth.  The
 * row_info bit depth should be 8 (one pixel per byte).  The channels
 * should be 1 (this only happens on grayscale and paletted images).*/","-10.  * (Version 0.88 Copyright (c) 1995, 1996 Guy Eric Schalnat, Group 42, Inc.)
-9.  *
-8.  * This code is released under the libpng license.
-7.  * For conditions of distribution and use, see the disclaimer
-6.  * and license in png.h
-5.  */
-4. #incl",Useful
"/*This need not be an internal error - if the app calls
    * png_set_unknown_chunks on a read pointer it must get the location right.*/","-3.       location = (png_byte)(png_ptr->mode &
-2.           (PNG_HAVE_IHDR|PNG_HAVE_PLTE|PNG_AFTER_IDAT));
-1.    }
   /* This need not be an internal error - if the app calls
    * png_set_unknown_chunks on a read pointer it must get the location right",Useful
"/*Now reduce the location to the top-most set bit by removing each least
    * significant bit in turn.*/","-2.    if (location == 0)
-1.       png_error(png_ptr, ""invalid location in png_set_unknown_chunks"");
   /* Now reduce the location to the top-most set bit by removing each least
    * significant bit in turn.

 /*Now reduce the location to the top-most s",Useful
"/*The cast is safe because 'location' is a bit mask and only the low four
    * bits are significant.*/","-2.    while (location != (location & -location))
-1.       location &= ~(location & -location);
   /* The cast is safe because 'location' is a bit mask and only the low four
    * bits are significant.

 /*The cast is safe because 'location' is a bit mas",Useful
"/*Check for the failure cases where support has been disabled at compile
    * time.  This code is hardly ever compiled - it's here because
    * STORE_UNKNOWN_CHUNKS is set by both read and write code (compiling in this
    * code) but may be meaningless if the read or write handling of unknown
    * chunks is not compiled in.*/","-10.    return (png_byte)location;
-9. }
-8. void PNGAPI
-7. png_set_unknown_chunks(png_const_structrp png_ptr,
-6.     png_inforp info_ptr, png_const_unknown_chunkp unknowns, int num_unknowns)
-5. {
-4.    png_unknown_chunkp np;
-3.    if (png_ptr == NUL",Useful
"/*These increments are skipped on out-of-memory for the data - the
       * unknown chunk entry gets overwritten if the png_chunk_report returns.
       * This is correct in the read case (the chunk is just dropped.)*/","-5.             continue;
-4.          }
-3.          memcpy(np->data, unknowns->data, unknowns->size);
-2.          np->size = unknowns->size;
-1.       }
      /* These increments are skipped on out-of-memory for the data - the
       * unknown chunk en",Useful
"/*Utility function: update the 'keep' state of a chunk if it is already in
    * the list, otherwise add it to the list.*/","-10.       return 0;
-9.    png_ptr->mng_features_permitted = mng_features & PNG_ALL_MNG_FEATURES;
-8.    return png_ptr->mng_features_permitted;
-7. }
-6. #endif
-5. #ifdef PNG_HANDLE_AS_UNKNOWN_SUPPORTED
-4. static unsigned int
-3. add_one_chunk(png_byt",Useful
"/*Prior to 1.6.0 this was silently ignored, now it is an app_error
          * which can be switched off.*/","-3.    {
-2.       if (chunk_list == NULL)
-1.       {
         /* Prior to 1.6.0 this was silently ignored, now it is an app_error
          * which can be switched off.

 /*Prior to 1.6.0 this was silently ignored, now it is an app_error
          * whi",Useful
"/*If these chunks are being reset to the default then no more memory is
    * required because add_one_chunk above doesn't extend the list if the 'keep'
    * parameter is the default.*/","-5.    if (num_chunks + old_num_chunks > UINT_MAX/5)
-4.    {
-3.       png_app_error(png_ptr, ""png_set_keep_unknown_chunks: too many chunks"");
-2.       return;
-1.    }
   /* If these chunks are being reset to the default then no more memory is
    * re",Useful
"/*Add the new chunks together with each one's handling code.  If the chunk
    * already exists the code is updated, otherwise the chunk is added to the
    * end.  (In libpng 1.6.0 order no longer matters because this code enforces
    * the earlier convention that the last setting is the one that is used.)*/","-10.    {
-9.       new_list = png_voidcast(png_bytep, png_malloc(png_ptr,
-8.           5 * (num_chunks + old_num_chunks)));
-7.       if (old_num_chunks > 0)
-6.          memcpy(new_list, png_ptr->chunk_list, 5*old_num_chunks);
-5.    }
-4.    else if (",Useful
/*Now remove any spurious 'default' entries.*/,"-10.    if (new_list != NULL)
-9.    {
-8.       png_const_bytep inlist;
-7.       png_bytep outlist;
-6.       unsigned int i;
-5.       for (i=0; i<num_chunks; ++i)
-4.       {
-3.          old_num_chunks = add_one_chunk(new_list, old_num_chunks,
-2.   ",Useful
/*This means the application has removed all the specialized handling.*/,"-10.       for (i=0, inlist=outlist=new_list; i<old_num_chunks; ++i, inlist += 5)
-9.       {
-8.          if (inlist[4])
-7.          {
-6.             if (outlist != inlist)
-5.                memcpy(outlist, inlist, 5);
-4.             outlist += 5;
-3",Useful
"/*Some compilers complain that this is always false.  However, it
       * can be true when integer overflow happens.*/","-10. #  ifdef PNG_WRITE_SUPPORTED
-9.    if ((png_ptr->mode & PNG_IS_READ_STRUCT) == 0)
-8.    {
-7.       if (png_ptr->zowner != 0)
-6.       {
-5.          png_warning(png_ptr,
-4.              ""Compression buffer size cannot be changed because it is in",Useful
"/*Whether to report invalid palette index; added at libng-1.5.10.
    * It is possible for an indexed (color-type==3) PNG file to contain
    * pixels with invalid (out-of-range) indexes if the PLTE chunk has
    * fewer entries than the image's bit-depth would allow. We recover
    * from this gracefully by filling any incomplete palette with zeros
    * (opaque black).  By default, when this occurs libpng will issue
    * a benign error.  This API can be used to override that behavior.*/","-1. #ifdef PNG_CHECK_FOR_INVALID_INDEX_SUPPORTED
   /* Whether to report invalid palette index; added at libng-1.5.10.
    * It is possible for an indexed (color-type==3) PNG file to contain
    * pixels with invalid (out-of-range) indexes if the PLTE chu",Useful
"/*Check that the tEXt or zTXt keyword is valid per PNG 1.0 specification,
 * and if invalid, correct the keyword rather than discarding the entire
 * chunk.  The PNG 1.0 specification requires keywords 1-79 characters in
 * length, forbids leading or trailing whitespace, multiple internal spaces,
 * and the non-break space (0x80) from ISO 8859-1.  Returns keyword length.
 *
 * The 'new_key' buffer must be 80 characters in size (for the keyword plus a
 * trailing '\0').  If this routine returns 0 then there was no keyword, or a
 * valid one could not be generated, and the caller must png_error.*/","-10. {
-9.    png_debug(1, ""in png_set_check_for_invalid_index"");
-8.    if (allowed > 0)
-7.       png_ptr->num_palette_max = 0;
-6.    else
-5.       png_ptr->num_palette_max = -1;
-4. }
-3. #endif
-2. #if defined(PNG_TEXT_SUPPORTED) || defined(PNG_pCAL",Useful
"/*A space or an invalid character when one wasn't seen immediately
          * before; output just a space.*/","-5.       {
-4.          *new_key++ = ch; ++key_len; space = 0;
-3.       }
-2.       else if (space == 0)
-1.       {
         /* A space or an invalid character when one wasn't seen immediately
          * before; output just a space.

 /*A space or an ",Useful
"/*just skip it, record the first error*/","-4.          if (ch != 32)
-3.             bad_character = ch;
-2.       }
-1.       else if (bad_character == 0)

 /*just skip it, record the first error*/

1.    }",Useful
"/*The following casts work because a PNG 4 byte integer only has a valid
       * range of 0..2^31-1; otherwise the cast might overflow.*/","-10. {
-9. #ifdef PNG_READ_pHYs_SUPPORTED
-8.    if (png_ptr != NULL && info_ptr != NULL &&
-7.        (info_ptr->valid & PNG_INFO_pHYs) != 0 &&
-6.        info_ptr->x_pixels_per_unit > 0 && info_ptr->y_pixels_per_unit > 0 &&
-5.        info_ptr->x_pixels",Useful
"/*The argument is a PNG unsigned integer, so it is not permitted
    * to be bigger than 2^31.*/","-10.    t1001 = ppm + (ppm >> 3);   /* .1001 */
-9.    t1101 = t1001 + (ppm >> 1); /* .1101 */
-8.    ppm >>= 20;                 /* .000000000000000000001 */
-7.    t1101 += t1101 >> 15;       /* .1101000000000001101 */
-6.    t1001 >>= 11;              ",Useful
"/*Convert from meters * 1,000,000 to inches * 100,000, meters to
    * inches is simply *(100/2.54), so we want *(10/2.54) == 500/127.
    * Notice that this can overflow - a warning is output and 0 is
    * returned.*/","nan


 /*Convert from meters * 1,000,000 to inches * 100,000, meters to
    * inches is simply *(100/2.54), so we want *(10/2.54) == 500/127.
    * Notice that this can overflow - a warning is output and 0 is
    * returned.*/

nan
",Useful
"/*To avoid the overflow do the conversion directly in floating
    * point.*/","-10.     png_const_inforp info_ptr)
-9. {
-8.    return png_fixed_inches_from_microns(png_ptr,
-7.        png_get_y_offset_microns(png_ptr, info_ptr));
-6. }
-5. #endif
-4. #ifdef PNG_FLOATING_POINT_SUPPORTED
-3. float PNGAPI
-2. png_get_x_offset_inches(p",Useful
"/*To avoid the overflow do the conversion directly in floating
    * point.*/","-10.     png_const_inforp info_ptr)
-9. {
-8.    return png_fixed_inches_from_microns(png_ptr,
-7.        png_get_y_offset_microns(png_ptr, info_ptr));
-6. }
-5. #endif
-4. #ifdef PNG_FLOATING_POINT_SUPPORTED
-3. float PNGAPI
-2. png_get_x_offset_inches(p",Useful
"/*png_get_channels really belongs in here, too, but it's been around longer*/","-10.          {
-9.             if (res_x != NULL) *res_x = (png_uint_32)(*res_x * .0254 + .50);
-8.             if (res_y != NULL) *res_y = (png_uint_32)(*res_y * .0254 + .50);
-7.          }
-6.       }
-5.    }
-4.    return (retval);
-3. }

 /*png_get",Useful
"/*The XYZ APIs were added in 1.5.5 to take advantage of the code added at the
 * same time to correct the rgb grayscale coefficient defaults obtained from the
 * cHRM chunk in 1.5.4*/","-10.        background != NULL)
-9.    {
-8.       png_debug1(1, ""in %s retrieval function"", ""bKGD"");
-7.       *background = &(info_ptr->background);
-6.       return (PNG_INFO_bKGD);
-5.    }
-4.    return (0);
-3. }
-2. #endif
-1. #ifdef PNG_cHRM_SUPPO",Useful
"/*Quiet API change: this code used to only return the end points if a cHRM
    * chunk was present, but the end points can also come from iCCP or sRGB
    * chunks, so in 1.6.0 the png_get_ APIs return the end points regardless and
    * the png_set_ APIs merely check that set end points are mutually
    * consistent.*/","-6. #  ifdef PNG_FLOATING_POINT_SUPPORTED
-5. png_uint_32 PNGAPI
-4. png_get_cHRM(png_const_structrp png_ptr, png_const_inforp info_ptr,
-3.     double *white_x, double *white_y, double *red_x, double *red_y,
-2.     double *green_x, double *green_y, doub",Useful
"/*This is redundant if we can be sure that the info_ptr values were all
    * assigned in png_set_IHDR().  We do the check anyhow in case an
    * application has ignored our advice not to mess with the members
    * of info_ptr directly.*/","-10.    if (bit_depth != NULL)
-9.        *bit_depth = info_ptr->bit_depth;
-8.    if (color_type != NULL)
-7.        *color_type = info_ptr->color_type;
-6.    if (compression_type != NULL)
-5.       *compression_type = info_ptr->compression_type;
-4.   ",Useful
"/*TODO: make this work without FP support; the API is currently eliminated
       * if neither floating point APIs nor internal floating point arithmetic
       * are enabled.*/","-10. #    if defined(PNG_FLOATING_ARITHMETIC_SUPPORTED) || \
-9.          defined(PNG_FLOATING_POINT_SUPPORTED)
-8. png_uint_32 PNGAPI
-7. png_get_sCAL_fixed(png_const_structrp png_ptr, png_const_inforp info_ptr,
-6.     int *unit, png_fixed_point *width,",Useful
/*if (info_ptr->color_type != PNG_COLOR_TYPE_PALETTE)*/,"-10.       if (info_ptr->color_type == PNG_COLOR_TYPE_PALETTE)
-9.       {
-8.          if (trans_alpha != NULL)
-7.          {
-6.             *trans_alpha = info_ptr->trans_alpha;
-5.             retval |= PNG_INFO_tRNS;
-4.          }
-3.          if (",Useful
"/*These functions were added to libpng 1.2.6 and were enabled
 * by default in libpng-1.4.0*/","-10. #else
-9.       return PNG_IDAT_READ_SIZE;
-8. #endif
-7.    }
-6. #ifdef PNG_WRITE_SUPPORTED
-5.    else
-4.       return png_ptr->zbuffer_size;
-3. #endif
-2. }
-1. #ifdef PNG_SET_USER_LIMITS_SUPPORTED

 /*These functions were added to libpng 1.2.6",Useful
"/*This is used to fix the error:
    *
    * pngfix.c:
    * In function 'zlib_advance':
    * pngfix.c:181:13: error: assuming signed overflow does not
    *   occur when simplifying conditional to constant [-Werror=strict-overflow]*/","-10.  */
-9. #include <stdlib.h>
-8. #include <stdio.h>
-7. #include <string.h>
-6. #include <ctype.h>
-5. #include <limits.h>
-4. #include <errno.h>
-3. #include <assert.h>
-2. #define implies(x,y) assert(!(x) || (y))
-1. #ifdef __GNUC__
   /* This is us",Useful
"/*Define the following to use this program against your installed libpng,
 * rather than the one being built here:*/","-10.     * pngfix.c:
-9.     * In function 'zlib_advance':
-8.     * pngfix.c:181:13: error: assuming signed overflow does not
-7.     *   occur when simplifying conditional to constant [-Werror=strict-overflow]
-6.     */
-5. #  define FIX_GCC volatile
-",Useful
"/*zlib.h defines the structure z_stream, an instance of which is included
 * in this structure and is required for decompressing the LZ compressed
 * data in PNG files.*/","-7. #  error ""pngfix will not work with libpng prior to 1.6.3""
-6. #endif
-5. #ifdef PNG_SETJMP_SUPPORTED
-4. #include <setjmp.h>
-3. #if defined(PNG_READ_SUPPORTED) && defined(PNG_EASY_ACCESS_SUPPORTED) &&\
-2.    (defined(PNG_READ_DEINTERLACE_SUPPORTED)",Useful
/*We must ensure that zlib uses 'const' in declarations.*/,"-1. #ifndef ZLIB_CONST

 /*We must ensure that zlib uses 'const' in declarations.*/

1. #  define ZLIB_CONST
2. #endif
3. #include <zlib.h>
4. #ifdef const",Useful
"/*zlib.h has mediocre z_const use before 1.2.6, this stuff is for compatibility
 * with older builds.*/","-2. #  undef const
-1. #endif
/* zlib.h has mediocre z_const use before 1.2.6, this stuff is for compatibility
 * with older builds.

 /*zlib.h has mediocre z_const use before 1.2.6, this stuff is for compatibility
 * with older builds.*/

1.  */
2. #if Z",Useful
/*The 8-byte signature as a pair of 32-bit quantities*/,"-10. #define png_sBIT PNG_U32(115,  66,  73,  84)
-9. #define png_sCAL PNG_U32(115,  67,  65,  76)
-8. #define png_sPLT PNG_U32(115,  80,  76,  84)
-7. #define png_sRGB PNG_U32(115,  82,  71,  66)
-6. #define png_sTER PNG_U32(115,  84,  69,  82)
-5. #defi",Useful
/*Fix ups for builds with limited read support*/,"-1. #define SAFE_TO_COPY(chunk) (((chunk) & PNG_U32(0,0,0,32)) != 0)

 /*Fix ups for builds with limited read support*/

1. #ifndef PNG_ERROR_TEXT_SUPPORTED
2. #  define png_error(a,b) png_err(a)
3. #endif",Useful
"/*UNREACHED is a value to cause an assert to fail. Because of the way the
 * assert macro is written the string ""UNREACHED"" is produced in the error
 * message.*/","
/* UNREACHED is a value to cause an assert to fail. Because of the way the
 * assert macro is written the string ""UNREACHED"" is produced in the error
 * message.



 /*UNREACHED is a value to cause an assert to fail. Because of the way the
 * assert macro is written the string ""UNREACHED"" is produced in the error
 * message.*/

1.  */
2. #define UNREACHED 0
3. /* 80-bit number handling - a PNG image can be up to (2^31-1)x(2^31-1) 8-byte
4.  * (16-bit RGBA) pixels in size; that's less than 2^65 bytes or 2^68 bits, so
5.  * arithmetic of 80-bit numbers is sufficient.  This representation uses an
6.  * arbitrary length array of png_uint_16 digits (0..65535).  The representation
7.  * is little endian.
8.  *
9.  * The arithmetic functions take zero to two uarb values together with the
10.  * number of digits in those values and write the result to the given uarb",Useful
"/*80-bit number handling - a PNG image can be up to (2^31-1)x(2^31-1) 8-byte
 * (16-bit RGBA) pixels in size; that's less than 2^65 bytes or 2^68 bits, so
 * arithmetic of 80-bit numbers is sufficient.  This representation uses an
 * arbitrary length array of png_uint_16 digits (0..65535).  The representation
 * is little endian.
 *
 * The arithmetic functions take zero to two uarb values together with the
 * number of digits in those values and write the result to the given uarb
 * (always the first argument) returning the number of digits in the result.
 * If the result is negative the return value is also negative (this would
 * normally be an error).*/","-1. #define UNREACHED 0
/* 80-bit number handling - a PNG image can be up to (2^31-1)x(2^31-1) 8-byte
 * (16-bit RGBA) pixels in size; that's less than 2^65 bytes or 2^68 bits, so
 * arithmetic of 80-bit numbers is sufficient.  This representation uses an",Useful
"/*IMPORTANT: only apply this to an array, applied to a pointer the result
    * will typically be '2', which is not useful.*/","-3. typedef png_uint_16p uarb;
-2. typedef png_const_uint_16p uarbc;
-1. #define UDIGITS(unum) ((sizeof unum)/(sizeof (udigit))
   /* IMPORTANT: only apply this to an array, applied to a pointer the result
    * will typically be '2', which is not useful.",Useful
"/*Set (initialize) 'result' to 'val'.  The size required for 'result' must
    * be determined by the caller from a knowledge of the maximum for 'val'.*/","-2. static int
-1. uarb_set(uarb result, png_alloc_size_t val)
   /* Set (initialize) 'result' to 'val'.  The size required for 'result' must
    * be determined by the caller from a knowledge of the maximum for 'val'.

 /*Set (initialize) 'result' to 'va",Useful
"/*Copy a uarb, may reduce the digit count*/","-10.    int ndigits = 0;
-9.    while (val > 0)
-8.    {
-7.       result[ndigits++] = (png_uint_16)(val & 0xffff);
-6.       val >>= 16;
-5.    }
-4.    return ndigits;
-3. }
-2. static int
-1. uarb_copy(uarb to, uarb from, int idigits)

 /*Copy a uarb, ",Useful
"/*This is a signed 32-bit add, except that to avoid overflow the value added
    * or subtracted must be no more than 2^31-65536.  A negative result
    * indicates a negative number (which is an error below).  The size of
    * 'num' should be max(in_digits+1,2) for arbitrary 'add' but can be just
    * in_digits+1 if add is known to be in the range -65535..65535.*/","-9. {
-8.    int d, odigits;
-7.    for (d=odigits=0; d<idigits; ++d)
-6.       if ((to[d] = from[d]) != 0)
-5.          odigits = d+1;
-4.    return odigits;
-3. }
-2. static int
-1. uarb_inc(uarb num, int in_digits, png_int_32 add)
   /* This is a signe",Useful
"/*Primitive one-digit multiply - 'val' must be 0..65535. Note that this
    * primitive is a multiply and accumulate - the result of *num * val is added
    * to *acc.
    *
    * This is a one-digit multiply, so the product may be up to one digit longer
    * than 'num', however the add to 'acc' means that the caller must ensure
    * that 'acc' is at least one digit longer than this *and* at least one digit
    * longer than the current length of 'acc'.  (Or the caller must otherwise
    * ensure 'adigits' is adequate from knowledge of the values.)*/","-10.    if (in_digits > 0)
-9.    {
-8.       in_digits = uarb_inc(num, in_digits, add & 0xffff);
-7.       return uarb_inc(num+1, in_digits-1, add >> 16)+1;
-6.    }
-5.    return uarb_set(num, add);
-4. }
-3. static int
-2. uarb_mult_digit(uarb acc, int",Useful
"/*The digits in *acc, *num and val are in the range 0..65535, so the
    * result below is at most (65535*65535)+2*65635 = 65535*(65535+2), which is
    * exactly 0xffffffff.*/","-10.     * primitive is a multiply and accumulate - the result of *num * val is added
-9.     * to *acc.
-8.     *
-7.     * This is a one-digit multiply, so the product may be up to one digit longer
-6.     * than 'num', however the add to 'acc' means th",Useful
"/*So carry is 0 and all the input digits have been consumed. This means
       * that it is possible to skip any remaining digits in acc.*/","-10.       int out_digits = 0;
-9.       while (out_digits < n_digits || carry > 0)
-8.       {
-7.          if (out_digits < a_digits)
-6.             carry += acc[out_digits];
-5.          if (out_digits < n_digits)
-4.             carry += (png_uint_32",Useful
"/*calculate acc += num * val, 'val' may be any 32-bit value, 'acc' and 'num'
    * may be any value, returns the number of digits in 'acc'.*/","-7.       if (out_digits > a_digits)
-6.          return out_digits;
-5.    }
-4.    return a_digits;
-3. }
-2. static int
-1. uarb_mult32(uarb acc, int a_digits, uarb num, int n_digits, png_uint_32 val)
   /* calculate acc += num * val, 'val' may be any ",Useful
"/*Shift inout right by right_shift bits, right_shift must be in the range
    * 1..15*/","-6.       assert(a_digits > 0);
-5.    }
-4.    return a_digits;
-3. }
-2. static int
-1. uarb_shift(uarb inout, int ndigits, unsigned int right_shift)
   /* Shift inout right by right_shift bits, right_shift must be in the range
    * 1..15

 /*Shift ino",Useful
/*Bottom bits to top bits of carry*/,"-7. {
-6.    FIX_GCC int i = ndigits;
-5.    png_uint_16 carry = 0;
-4.    assert(right_shift >= 1 && right_shift <= 15);
-3.    while (--i >= 0)
-2.    {
-1.       png_uint_16 temp = (png_uint_16)(carry | (inout[i] >> right_shift));

 /*Bottom bits to to",Useful
/*Return true if the uarb is equal to 'val'*/,"-2. static int
-1. uarb_eq32(uarb num, int digits, png_uint_32 val)

 /*Return true if the uarb is equal to 'val'*/

1. {
2.    switch (digits)
3.    {
4.       case 0:  return val == 0;
5.       case 1:  return val == num[0];
6.       case 2:  return (va",Useful
/*Print 'num' as a hexadecimal number (easier than decimal!)*/,"-10.    {
-9.       case 0:  return val == 0;
-8.       case 1:  return val == num[0];
-7.       case 2:  return (val & 0xffff) == num[0] && (val >> 16) == num[1];
-6.       default: return 0;
-5.    }
-4. }
-3. #endif
-2. static void
-1. uarb_printx(uarb",Useful
"/*Prints 'num' as a decimal if it will fit in an unsigned long, else as a
    * hexadecimal number.  Notice that the results vary for images over 4GByte
    * in a system dependent way, and the hexadecimal form doesn't work very well
    * in awk script input.
    *
    *
    * TODO: write uarb_div10*/","-4.          fputs(""0x0"", out);
-3. }
-2. static void
-1. uarb_print(uarb num, int digits, FILE *out)
   /* Prints 'num' as a decimal if it will fit in an unsigned long, else as a
    * hexadecimal number.  Notice that the results vary for images over 4GB",Useful
